Role,Company,Location,Duration,Posted,Skills,Applicants,est_stipend,Gender
Graphic Design,Wiredus Media Pvt. Ltd.,Gurgaon,3 Months,1 week ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Video Editing",88,23500,Any
HR,IMG Global Infotech Pvt. Ltd.,Alwar,6 Months,1 week ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Word",69,7000,Any
HR,IMG Global Infotech Pvt. Ltd.,Jaipur,6 Months,1 week ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Word",69,7000,Any
Analytics,Stirring Minds,Delhi,6 Months,1 week ago,"Data Analytics, Google Sheets, MS-Excel, Power BI, SQL, Tableau",1000,7000,Any
Marketing,Coconut Media Box,Mumbai,3 Months,1 week ago,"Digital Marketing, Email Marketing, English Proficiency (Spoken), Facebook Marketing, Instagram Marketing, Sales, Social Media Marketing, Vendor Management",61,5000,Any
HR,Universal Tribes,WFH,2 Months,1 week ago,"Document Management, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, Recruitment",943,2010,Any
Founders Office,Parivestra,WFH,3 Months,1 week ago,"Community Management, Effective Communication, Interpersonal skills, Management, MS-Excel",72,4000,Any
Sales,Universal Tribes,WFH,1 Month,1 week ago,"Lead Generation, Sales, Social Media Marketing, Time Management",178,2035,Any
Sales,Brained.app,Mumbai,6 Months,1 week ago,"Effective Communication, LinkedIn Marketing",28,80000,Any
General Management,Alaya By Stage3,Gurgaon,2 Months,1 week ago,"Effective Communication, Interpersonal skills, Management, Team Management, Time Management",307,9500,Any
Sales,Huedlife Pvt. Ltd.,Bangalore,2 Months,1 week ago,"Effective Communication, Lead Generation, Negotiations, Sales, Self-learning",29,5000,Any
Customer Support,React Labs Pvt. Ltd.,Bangalore,3 Months,1 week ago,"English Proficiency (Spoken), Hindi Proficiency (Spoken), MS-Excel, MS-Office, Sales",115,19000,Any
Marketing,HuedLife,Bangalore,3 Months,1 week ago,"Display Ads, Facebook Marketing, Instagram Ads, Performance Marketing",47,8500,Any
Social Media,Mangostine Technologies Pvt. Ltd.,Noida,3 Months,1 week ago,"Photography, Social Media Marketing, Video Editing, Videography",62,7000,Any
Creative Design,Mindwatt Industries,Bangalore,3 Months,1 week ago,"Adobe Animate, Adobe Photoshop, Branding, CAD, Graphic Design, Image Editing, Photography, UI & UX Design, Video Editing",85,11000,Any
Content Writing,Adhyyan Books International Pvt. Ltd.,Gurgaon,3 Months,1 week ago,"English Proficiency (Spoken), English Proficiency (Written)",170,11000,Any
Android App Development,KVAR Technologies Pvt. Ltd.,Mumbai,3 Months,1 week ago,"Android, Firebase, Java, REST API, XML",124,5000,Any
Web Development,Verified.RealEstate,WFH,1 Month,1 week ago,"Bootstrap, CSS, HTML, JavaScript, jQuery, MySQL, PHP",1000,15000,Any
Sales,AI Marketing Lab,Hyderabad,3 Months,1 week ago,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing",139,18500,Any
Web Development,NextEdge Labs,WFH,6 Months,1 week ago,"Angular 7.0, Bootstrap, CSS, Dart, Flutter, HTML, JavaScript, Node.js, React, React Native, Redux, REST API",1000,5000,Any
Sales,Mangostine Technologies Pvt. Ltd.,Noida,3 Months,1 week ago,"Email Marketing, English Proficiency (Written), Sales",109,15000,Any
Graphic Design,ChkdIn,Bangalore,6 Months,1 week ago,"Adobe Photoshop, Canva, UI & UX Design, Video Editing",0,9750,Any
Creative Design,A State Of Architecture,WFH,6 Months,1 week ago,"Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Figma",108,6250,Any
AI,Biztel.ai,WFH,4 Months,1 week ago,"Artificial intelligence, Data Science, FastAPI, Flask, Machine Learning, Natural Language Processing (NLP), Python",1000,12000,Any
Web Development,Soundverse AI,WFH,6 Months,1 week ago,"APIs, Backend development, DevOps, FastAPI, Google Cloud Platforms (GCP), Grafana, Kubernetes, Microsoft Azure, PostgreSQL, Postman, Python, Terraform, WebSockets",1000,10000,Any
Game Dev,Renske Technologies Inc,WFH,3 Months,1 week ago,"Bug Tracking, Effective Communication, Report Writing, Test Automation",1000,17500,Any
Interior Design,ArchVista Design Studio,Ahmedabad,6 Months,1 week ago,"Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Google SketchUp",32,5000,Any
AI,Soundverse AI,WFH,6 Months,1 week ago,"Artificial intelligence, Machine Learning, Machine Learning Operations (MLOps), Neural Networks, Python",1000,10000,Any
Graphic Design,Studio Kite,Surat,3 Months,1 week ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Color Theory, Design System, Design Thinking, Figma, Layout Design, Typography, UI & UX Design",0,10000,Any
Web Development,Maxgen Technologies Pvt. Ltd.,Ahmedabad,3 Months,1 week ago,"MERN, Node.js, React, Web development",365,9500,Any
Web Development,Maxgen Technologies Pvt. Ltd.,Ahmedabad,3 Months,1 week ago,"MERN, Node.js, React, Web development",213,9500,Any
Cyber Security,Emoolar Technology Pvt. Ltd.,WFH,3 Months,1 week ago,"Computer Networking, Ethical Hacking, Linux, Python, VAPT, Web Application Security",1000,6000,Any
Architecture,House Of Dynarch,Mumbai,5 Months,1 week ago,"Adobe Illustrator, Adobe Photoshop, AutoCAD, Google SketchUp , Rendering",0,5750,Any
AI,Samaadhaan,WFH,3 Months,1 week ago,"Arabic Proficiency (Written), Bengali Proficiency (Written), Gujarati Proficiency (Written), Hindi Proficiency (Written), Kannada Proficiency (Written), Marathi Proficiency(Written), Odia Proficiency(Written), Punjabi Proficiency (Written), Tamil Proficiency (Written), Telugu Proficiency (Written), Urdu Proficiency(Written)",246,8000,Any
Marketing,Pave,WFH,1 Month,1 week ago,"AI Image Generation, AI Video Generation, Digital Marketing, Facebook Marketing, Google AdWords, Instagram Marketing, Marketing Campaigns , Search Engine Marketing (SEM), Social Media Marketing, YouTube Ads",134,8000,Any
Marketing,Bragright Tech,Bangalore,3 Months,1 week ago,"ChatGPT, Content Marketing, Digital Marketing",63,13500,Any
Sales,DCOLLEGECAMPUS,WFH,3 Months,1 week ago,"Sales, Sales Strategy, Sales Support",34,2000,Any
Marketing,Throttle Theory,WFH,3 Months,1 week ago,"Digital Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",310,5000,Any
Interior Design,Atelier Astil,Bangalore,6 Months,1 week ago,"Adobe Photoshop, AutoCAD, Google SketchUp , Project Management",34,7000,Any
Marketing,PARLRAP,Pune,3 Months,1 week ago,"Content Editing, Content Marketing, Content Writing, Effective Communication, Instagram Marketing, Social Media Marketing",0,5000,Any
Marketing,AF Skill House,Indore,3 Months,1 week ago,"Adobe Premiere Pro, Canva",34,14000,Any
AI,Intellikraft Solutions Proprietary Ltd.,WFH,6 Months,1 week ago,"B2B Sales, Canva, Cold Calling, Community Management, Digital Marketing, Email Marketing, Google Sheets, Influencer Marketing, Marketing Strategies",299,6250,Any
Marketing,Careers360,WFH,2 Months,1 week ago,"Effective Communication, Marketing",356,15150,Any
Video Making/Editing,GigFloww,WFH,3 Months,1 week ago,"Adobe Premiere Pro, Capcut, Creative Thinking, Video Editing, Video Making",460,9000,Any
Teaching,SiftLens Media,WFH,3 Months,1 week ago,"CSS, Data Analytics, English Proficiency (Spoken), HTML, JavaScript, Presentation skills, Python, Teaching, Video Editing, Video Making",176,5500,Any
Marketing,Kyoren Labs Pvt. Ltd.,Navi Mumbai,3 Months,1 week ago,"Adobe Photoshop Lightroom CC, Adobe Premiere Pro, Cinematography, DaVinci Resolve, Final Cut Pro, Photography, Video Editing",47,5000,Any
Video Making/Editing,STEMpedia,Ahmedabad,6 Months,1 week ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Premiere Pro",33,12500,Any
Web Development,Kaushal Ranjeet Pvt. Ltd.,WFH,3 Months,1 week ago,"Node.js, React, React Native, Web Application Security, Web Application Testing",1000,11500,Any
Civil Engineering,SHRI MISRI GROUP,Chennai,6 Months,1 week ago,"Autodesk Revit, Construction Management, Engineering Drawing, Supervised Learning",0,4000,Any
Law/Legal,Tax-O-Smart LLP,Mumbai,6 Months,1 week ago,"English Proficiency (Spoken), English Proficiency (Written)",172,12500,Any
Content Writing,SHRI MISRI GROUP,Chennai,6 Months,1 week ago,"Blogging, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Proofreading, Search Engine Optimization (SEO), Time Management",94,5000,Any
Civil Engineering,Planys Technologies Pvt. Ltd.,Chennai,6 Months,1 week ago,"AutoCAD, MS-Office, Video Editing",49,13750,Any
Content Creator,SHRI MISRI GROUP,Chennai,6 Months,1 week ago,"English Proficiency (Spoken), English Proficiency (Written), Photography, Social Media Marketing, Video Editing, Video Making",0,6000,Any
Fundraising,Hiremath Foundation,WFH,6 Weeks,1 week ago,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken)",575,13250,Any
Marketing,Pawzz Foundation,WFH,1 Month,1 week ago,"Business Research, Content Marketing, Data Analysis, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Market Analysis, Marketing, MS-Excel, MS-Word, Social Media Marketing, Time Management",267,4750,Any
HR,Institute Of Admissions Professionals,WFH,3 Months,1 week ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word",1000,9000,Any
Marketing,Ashit Sharma,WFH,3 Months,1 week ago,"Digital Marketing, English Proficiency (Written), Search Engine Optimization (SEO)",71,1000,Any
Sales,Round Tummy Hospitality Pvt. Ltd.,Gurgaon,2 Months,1 week ago,"MS-Excel, MS-Office, Presentation skills",274,14000,Any
Sales,Round Tummy Hospitality Pvt. Ltd.,Delhi,2 Months,1 week ago,"MS-Excel, MS-Office, Presentation skills",274,14000,Any
Marketing,Nerd Geek Lab,WFH,6 Months,1 week ago,"Marketing, Video Editing, Video Marketing",87,2500,Any
Marketing,G10 Consultancy,Mumbai,6 Months,1 week ago,"AI Image Generation, AI Video Generation, AI Voiceover, ChatGPT, Digital Marketing, Email Marketing, English Proficiency (Spoken), Gemini, MS-Office, Social Media Marketing",0,5000,Any
SME,Megaminds IT Services,WFH,6 Months,1 week ago,"Business Analysis, Business Development, Business Management, Business Research, English Proficiency (Written), Interpersonal skills, Management, MS-Office, Process Management",483,6500,Any
Administration,Spectramed Global Health Management LLP,Mumbai,6 Months,1 week ago,"MS-Excel, MS-Office, MS-PowerPoint",29,6000,Any
Brand Management,Udaghosh Social Welfare Society,WFH,1 Month,1 week ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing",157,0,Any
Graphic Design,BookYourSlot,Thane,4 Months,1 week ago,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW, Design Thinking, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), UI & UX Design, Video Editing",44,5000,Any
Customer Support,Kathaipetti,Chennai,3 Months,1 week ago,"Client Relationship, Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written)",0,11000,Any
AI,Applied Generative Solutions,WFH,3 Months,1 week ago,"Artificial intelligence, Data Science, Generative AI Development, Generative AI Tools, LLM evaluation, LLMOps, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python",1000,11000,Any
Event Management,Masterjitailor Online,Noida,6 Months,1 week ago,"English Proficiency (Spoken), Event Management, MS-Office",413,35000,Any
Marketing,Siddharth Chopra,Gurgaon,3 Months,1 week ago,"Content Writing, Creative Writing, Research and Analytics, Script Writing, Storytelling",101,14500,Any
Operations,Deepsea Finvest Pvt. Ltd.,Mumbai,6 Months,1 week ago,"Effective Communication, MS-Excel, Research and Analytics, Stock Trading",80,7500,Any
Sales,Ecstasy Events & Entertainment India,Pune,6 Months,1 week ago,"Collaboration, Coordination, English Proficiency (Spoken), English Proficiency (Written), Lead Generation, Market research, MS-Excel, Sales Support, Vendor Management",31,6500,Any
Sales,Talentiser Pvt. Ltd.,WFH,3 Months,1 week ago,"Analytical Thinking, Effective Communication, MS-Excel, Written Communication",96,2000,Any
Graphic Design,Meteor Fashion,Bangalore,2 Months,1 week ago,"Adobe Illustrator, Adobe Photoshop, Graphic Design, Social Media Marketing",50,6250,Any
Marketing,DAM NETWORKS LLP,Vasai,3 Months,1 week ago,"Creative Writing, Digital Marketing, English Proficiency (Spoken), Facebook Marketing, Instagram Marketing, Social Media Marketing",26,5000,Any
Administration,Finnom Solutions,Mumbai,6 Months,1 week ago,"Computer skills, Effective Communication, English Proficiency (Written), MS-Excel, MS-Word, Typing",38,6000,Any
Analytics,Money Stories Finserve,Bangalore,6 Months,1 week ago,MS-Excel,386,5500,Any
Marketing,Apni Pathshala,Virar,3 Months,1 week ago,"Content Writing, Email Marketing, Graphic Design, Social Media Marketing, Video Editing",168,12999,Any
Marketing,Gitika Jagasia,Mumbai,3 Months,1 week ago,"Canva, Instagram Marketing, Photography, Video Editing, Video Making",0,8000,Any
Business Strategy,Masterjitailor Online,Noida,6 Months,1 week ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-PowerPoint",282,35000,Any
Sales,Arcelton,Mumbai,3 Months,1 week ago,"Client Relationship, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Marketing, Social Media Marketing",33,15500,Any
Marketing,Unleash Welness LLP,Thane,3 Months,1 week ago,"Canva, Content Editing, Instagram Marketing",46,10000,Any
Marketing,Norml Overseas Resources Manufacturing Pvt. Ltd.,Ahmedabad,3 Months,1 week ago,"Client Relationship Management (CRM), Market Analysis, Marketing Campaigns , Marketing Strategies , Market research, Sales Management, Sales Strategy, Sales Support",54,31500,Any
Marketing,Norml Overseas Resources Manufacturing Pvt. Ltd.,Rajkot,3 Months,1 week ago,"Client Relationship Management (CRM), Market Analysis, Marketing Campaigns , Marketing Strategies , Market research, Sales Management, Sales Strategy, Sales Support",54,31500,Any
Marketing,Norml Overseas Resources Manufacturing Pvt. Ltd.,Surat,3 Months,1 week ago,"Client Relationship Management (CRM), Market Analysis, Marketing Campaigns , Marketing Strategies , Market research, Sales Management, Sales Strategy, Sales Support",54,31500,Any
Telecalling,CreditSea,Raipur,3 Months,1 week ago,"Computer skills, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Office",0,9000,Any
Sales,NeoImpact,Bangalore,3 Months,1 week ago,"Lead Generation, Prospecting, Sales, Sales Management, Sales Support",0,9000,Any
Interior Design,SHRI MISRI GROUP,Chennai,6 Months,1 week ago,"Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Google SketchUp , Lumion",0,5000,Any
State Insurance,Axi Workforce Pvt Ltd,Doda,6 Months,1 week ago,"MIS, Report Generation, Sales, Sales Management, Sales Strategy, Training and Development",0,12000,Any
State Insurance,Axi Workforce Pvt Ltd,Reasi,6 Months,1 week ago,"MIS, Report Generation, Sales, Sales Management, Sales Strategy, Training and Development",0,12000,Any
State Insurance,Axi Workforce Pvt Ltd,Kathua,6 Months,1 week ago,"MIS, Report Generation, Sales, Sales Management, Sales Strategy, Training and Development",0,12000,Any
State Insurance,Axi Workforce Pvt Ltd,Ramban,6 Months,1 week ago,"MIS, Report Generation, Sales, Sales Management, Sales Strategy, Training and Development",0,12000,Any
State Insurance,Axi Workforce Pvt Ltd,Kupwara Sub-District,6 Months,1 week ago,"MIS, Report Generation, Sales, Sales Management, Sales Strategy, Training and Development",0,12000,Any
State Insurance,Axi Workforce Pvt Ltd,Kishtwar,6 Months,1 week ago,"MIS, Report Generation, Sales, Sales Management, Sales Strategy, Training and Development",0,12000,Any
State Insurance,Axi Workforce Pvt Ltd,Samba,6 Months,1 week ago,"MIS, Report Generation, Sales, Sales Management, Sales Strategy, Training and Development",0,12000,Any
Sales,Marixn Technologies Pvt Ltd,Bangalore,1 Month,1 week ago,"Digital Marketing, English Proficiency (Spoken), MS-Office, Sales, Social Media Marketing",83,25000,Any
Operations,EC-Council,Hyderabad,2 Months,1 week ago,"Effective Communication, MS-Office",33,9500,Any
Sales,Algoscale,WFH,1 Month,1 week ago,"Business Development, English Proficiency (Spoken), English Proficiency (Written), Sales, Sales Strategy, Sales Support",277,4999,Any
Sales,Prashanth Kumar,Bangalore,6 Months,1 week ago,"Financial Services, Investing",0,10000,Any
Consultant,Codemonk,Bangalore,6 Months,1 week ago,"Marketing, Operations, Recruitment, Sales",219,24500,Any
Marketing,E Digital India,Jamshedpur,6 Months,1 week ago,Search Engine Optimization (SEO),0,3025,Any
Lead Generation,Tekhné,Mumbai,6 Months,1 week ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",0,11750,Any
Founders Office,Study Ark,Bhubaneswar,3 Months,1 week ago,"Business Development, Marketing, Presentation skills, Program Management, Sales",117,24000,Any
